Lidepla,Type,English,Russian,Source
timidem ,komo, (komo) timidly,,
"timidi, timidefai ",zwo," (zwo) be shy, behave timidly",,
tin ,kwo," (kwo) tin, tin plate",жесть; tin ken консервная банка,
tin ken ,, tin can,,
tineijer ,kwo," (kwo) teenager, adolescent",подросток; tineijer-yash подростковый возраст,English
tineijer-yash ,kwo, (kwo) adolescence,,
tinta ,kwo, (kwo) ink,чернила; tintadan чернильница,Spanish
tintadan ,kwo, (kwo) inkpot,,
tintini ,zwo," (zwo) clink, tinkle, jingle","звякать; дребезжать; бряцать; позванивать, тенькать, звенеть (напр., о колокольчике); tintining звяканье, позваниванье; tintini glasa kun koywan - чокнуться с кем-л.",Spanish
tintini glasa kun koywan ,, clink glasses with smb,,
tinza ,kwo," (kwo) arbour, pergola",беседка,Mandarin
tip ,kwo, (kwo) type (class),тип; tipike типичный,
tipike ,kwel, (kwel) typical,,
tiran ,kwo, (kwo) tyrant,тиран; tirani тиранизировать; tirantaa тирания,Greek
tirantaa ,kwo, (kwo) tyranny,,
tirani ,zwo, (zwo) tyrannize,,
tiri ,zwo," (zwo) draw, pull, drag","тянуть, таскать; вытаскивать; ek-tiri дёрнуть; tira, tiring таскание; вытягивание; тяга; tiriboxa выдвижной ящик; tiri koywan inu koysa втянуть, вовлечь кого-л. во что-л.",
ek-tiri ,zwo, (zwo) give a tug,,
tira ,kwo," (kwo) pull, tug, draught",,
tiriboxa ,kwo, (kwo) drawer (box),,
korkatirika ,kwo, (kwo) corkscrew,,
tirpan ,kwo, (kwo) scythe,коса (инструмент); tirpani косить косой,
tirpani ,zwo, (zwo) scythe,,Turkish
tit ,kwo," (kwo) nipple, teat",сосок,
titan ,kwo," (kwo) Titan, titan",титан; titanike gunsa титаническая работа,
titanike ,kwel, (kwel) titanic,,
titanium ,kwo, (kwo) titanium,,
titar ,kwo, (kwo) partridge,куропатка,Hindi
Titikaka ,kwo, (kwo) Lake Titicaca,Титикака (озеро),
titla ,kwo," (kwo) title (of a book, article, person), heading See also: subtitla","титул; заголовок, название; titla-piktura фронтиспис",
titla-piktura ,kwo, (kwo) frontispiece (of a book),,
to ,," 1) (inplas-kwo) that, those","1) то, оно, это. Употребляется в значении существительного, указывает на действия, обстоятельства, события и т.д., о которых говорится в предшествующем или последующем изложении. В сравнении с se, указывает на более отдалённые по месту или времени лицо, понятие, событие, предмет или действие. Se es auto, e to es bisikla — Это машина, а то велосипед. To es avion, bu faula — То самолёт, не птица. Me bu ve shwo a yu om to. — Я не скажу тебе о том. To es — то есть, значит. To ke - то, что: To ke yu shwo es hao. - То, что ты говоришь, хорошо. 2) факультативный маркер приложения: avion to fortesa – самолёт-крепость; kota to kapter – кот-ловец",
"Se es dom, e to es auto. ",," This is a house, and that is a car.",,
"To es avion, bu faula. ",," That is an airplane, not a bird.",,
Me bu jan nixa om to. ,, I know nothing about that.,,
to es ,," that is, i.e.",,
toy ,," (inplas-kwel) that, those","тот, та, те (перед сущ., в значении прилагательного). Sey auto es hwan, e toy auto es blu — Эта машина жёлтая, а та машина синяя. Hu es toy jen? — Кто тот человек? Ob toy dafta es yu-ney? Та тетрадь твоя? Toy daftas bu es yu-ney, es me-ney. — Те тетради не твои, а мои.",
Toy kitaba bu es interes-ney. ,, That book is not interesting.,,
to,,2) (gramatika) optional apposition marker,"1) то, оно, это. Употребляется в значении существительного, указывает на действия, обстоятельства, события и т.д., о которых говорится в предшествующем или последующем изложении. В сравнении с se, указывает на более отдалённые по месту или времени лицо, понятие, событие, предмет или действие. Se es auto, e to es bisikla — Это машина, а то велосипед. To es avion, bu faula — То самолёт, не птица. Me bu ve shwo a yu om to. — Я не скажу тебе о том. To es — то есть, значит. To ke - то, что: To ke yu shwo es hao. - То, что ты говоришь, хорошо. 2) факультативный маркер приложения: avion to fortesa – самолёт-крепость; kota to kapter – кот-ловец",
kota to kapter,,– cat the catcher,,
avion to fortesa,,– a plane that is also a fortress,,
toki ,zwo," (zwo) talk, converse","разговаривать; toka разговор, беседа; toknik любитель пообщаться; toki kun koywan разговаривать/поговорить с кем-л.",
toki kun koywan ,, talk to smb,,
toka ,kwo," (kwo) conversation, talk, discourse",,
toknik ,kwo, (kwo) conversationalist,,
tokon ,kwo," (kwo) stump, stub","обрубок, культя; пень (тж. baumtokon); kol-tokon капустная кочерыжка; sigareta-tokon окурок",
kol-tokon ,, cabbage stump,,
sigareta-tokon ,, cigarette end / butt,,Spanish
Tokyo ,kwo, (kwo) Tokyo,Токио,
tol ,kwo, (kwo) customs (governmental agency),таможня,Swedish
toleri ,zwo," (zwo) tolerate, stand, bear","выносить, переносить, терпеть; tolera терпение; переносимость; toleribile сносный, терпимый; notoleribile нестерпимый, непереносимый; tolerishil терпимый, относящийся терпимо; tolerishiltaa терпимость",
tolera ,kwo," (kwo) toleration, tolerance",,
toleribile ,kwel," (kwel) tolerable, bearable, endurable",,
notoleribile ,kwel," (kwel) unbearable, intolerable",,
tolerishil ,kwel," (kwel) tolerant, lenient",,
tolerishiltaa ,kwo, (kwo) lenience,,
tolki ,zwo," (zwo) interprete, expound","толковать, истолковывать, интерпретировать; tolka интерпретация, толкование, трактовка",
tolka ,kwo, (kwo) interpretation,,Russian
tom ,kwo," (kwo) volume, tome (book)",том,
tomata ,kwo, (kwo) tomato,помидор,
tomata saus ,, tomato sauce,,
tompi ,zwo," (zwo) stamp (step heavily), tramp, pound See also: topti","топать; tomping топанье, топот; kaval-tomping конский топот",Russian
tomping ,kwo," (kwo) stamping, tramping",,
kaval-tomping ,kwo, (kwo) thud / clatter of horses' hoofs,,
ton ,kwo, (kwo) tone See also: tonus,тон; оттенок,
tona ,kwo, (kwo) ton,тонна,Polish
tonus ,kwo," (kwo) tonus, tonicity, tone",тонус,
topale ,kwel, (kwel) lame,хромой; topala хромой (сущ.); topali хромать; topaling хромание,
topali ,zwo, (zwo) limp,,
topaling ,kwo," (kwo) limping, lameness",,Turkish
topti ,zwo," (zwo) trample (beat down with the feet, tread destructively), tramp on, trample down",топтать,Russian
topuk ,kwo," (kwo) heel (part of the foot on the backside only; the part of a shoe's sole is ""kabluk"")",пятка,Turkish
torcha ,kwo, (kwo) torch,факел,
tori ,zwo," (zwo) tear, rip","рвать, отрывать, разрывать; tora разрыв; прореха; toripes, torika обрывок; tori kasam (wada) нарушить клятву (обещание); wektori отрывать, вырывать; austori вырывать (куски из чего-л.)",Hindi
"austori, wektori ",, tear out (of),,
tori kasam (wada) ,, break one's oath (promise),,
tora ,kwo, (kwo) tear,,
toripes ,kwo," (kwo) scrap, shred",,
tormenti ,zwo," (zwo) torment, distress; agonize, suffer torments","мучать(ся), терзать(ся); tormenta мука, терзание, мучение; tormentisa мучание, истязание",
tormenta ,kwo," (kwo) torment, misery, distress",,
tormentisi ,zwo," (zwo) torture, make suffer (cf. ""torturi"")",,
tornado ,kwo, (kwo) tornado,торнадо,
torneo ,kwo, (kwo) tournament,турнир,
torsi ,zwo," (zwo) twist, wring, contort","скручивать; выкручивать; вить, сучить; torsing кручение, скручивание; torsi por tunga извиваться/корчиться от боли",
torsi por tunga ,, writhe with pain,,
torta ,kwo," (kwo) gateaux, cake (especially a rich and elaborate one filled with custard, fruit, or nuts)",торт; tortakin пирожное,
tortakin ,kwo," (kwo) pastry, tart",,German
tortuga ,kwo, (kwo) turtle,черепаха,
tortuga shel ,, turtle's shell,,
tortura ,kwo, (kwo) torture (infliction of severe physical pain as a means of punishment or coercion),,
torturi ,zwo, (zwo) torture,пытать; tortura пытка,
toryum ,kwo, (kwo) thorium (chem.),торий (хим.),
toshi ,komo," (komo) too, as well, also, likewise, similarly, like or in the same way as somebody or something else (cf. ""yoshi"")","тоже, подобным образом, как и: Lu toshi es hir. - И он здесь. Me bu ve go a kino. — Me toshi. – Я не пойду в кино. — Я тоже. Сравни yoshi",Russian
Me pri gani. – Me toshi. ,, I like to sing. – Me too.,,
Me bu ve go a kino. – Me toshi. ,, I won't go to the cinema. – Neither will I.,,
Me toshi wud yao safari.,,– Me too would like to go to a trip.,,
Lu toshi es hir. ,, He is here as well.,,
tosta ,kwo, (kwo) toast (toasted bread),"тост, гренка",
tote ,kwel," (kwel) whole, entire",целый; totale тотальный; совокупный; totem целиком; bu totem не совсем; totem bu совсем не; tota целое; pa tota в целом,
tote dey ,, the whole day,,
tota ,kwo, (kwo) whole,,
pa tota ,," on the whole, altogether",,
totale ,kwel," (kwel) total, overall",,
totem ,komo," (komo) wholly, entirely, completely",,
bu totem ,," not entirely, not completely",,
toxin ,kwo," (kwo) poison, toxin, venom",яд; toxin-ney ядовитый; toxini отравлять; toxining отравление,
toxin-ney ,kwel," (kwel) poisonous, toxic, venomous",,
toxini ,zwo," (zwo) poison, envenom",,
toxining ,kwo, (kwo) poisoning,,
toxinologia ,kwo, (kwo) toxicology,токсикология,
tra ,," (konekti-syao) through; over, across, to the other side of","Через, сквозь, на другую сторону: Lu zai go-te tra urba. – Он шёл через город. Tra winda oni vidi gao baum. – Сквозь окно видно высокое дерево. Lu gun-te sobre se tra mucho yar. – Он работал над этим в продолжение многих лет (букв. сквозь многие годы).  Tra-ney сквозной; tra-nem насквозь. (Приставка того же значения) tralekti прочесть (от начала до конца); tranochi переночевать; trasalti перескочить, перепрыгнуть; trakusi прокусить. Traen по другую сторону, через, за: Lu jivi traen osean. – Он живёт за океаном. Shop es traen gata. – Магазин находится через улицу. Faula flai traen riva. – Птица летит за рекой. (Сравни: Faula flai tra riva. – Птица летит через реку.)",
